nombre,duracion,costo,vigencia,contacto,dependency_name,tipo,giros,tramites
Procedimiento para la Expedición de Licencias de Funcionamiento(SUSPENSIÓN DE ACTIVIDADES TEMPORALES) (persona moral),3 días,$90(formato)(Más  impuestos establecidos en el código financiero),1 año fiscal,Calle Santiago No.6 1er pisoTel:597 335 65,Centro Municipal de Atención Empresarial,Moral,"ARTICULOS MAGNETOFONICOS Y MUSICALES; ABARROTES AL POR MENOR (TIENDITAS MISCELANEAS); ACUARIO; AGENCIA DE TELEFONIA CELULAR; ALIMENTO PARA GANADO Y AVES; APARATOS ELECTRICOS Y ELECTRONICOS; ARTESANIAS; ARTICULOS DEPORTIVOS; ARTICULOS DE LIMPIEZA; ARTICULOS DE PLASTICO; ARTICULOS ESOTERICOS; ARTICULOS FOTOGRAFICOS; ARTICULOS PARA COSTURA; ARTICULOS RELIGIOSOS; ASADERO DE POLLOS; BILLETES DE LOTERIA; BOLSAS DE POLIETILENO; BOMBAS ELECTRICAS; BONETERIA/MERCERIA; BOUTIQUE / TIENDA DE ROPA; CAFETERIA; CARNICERIA; COMERCIALIZADORA DE AGUA Y REFRESCOS; DULCERIA; ELECTRODOMESTICOS; ELECTRONICA; EQUIPO DE COMPUTO; ESTANQUILLO DE REVISTAS Y PERIODICOS; ESTUDIO FOTOGRAFICO; EXPENDIO DE PAN; FARMACIA; FERRETERIA / TLAPALERIA; FLORERIA; FONDA/COCINA ECONOMICA; GRANOS Y SEMILLAS; JOYERIA; LIBRERIA; LONCHERIA; LOTERIA; MADERERIA; MAQUINARIA AGRICOLA; MARISQUERIA / COCTELERIA; MATERIAL ELECTRICO; MATERIALES PARA EL CAMPO; MATERIALES PARA LA CONSTRUCCION; MATERIAS PRIMAS Y ARTICULOS PARA FIESTAS; MINISUPER; MOBILIARIO DE OFICINA; MOCHILAS Y MALETAS; MUEBLERIA; MUEBLES EQUIPO E INSTRUMENTAL DE ESPECIALIDADES MEDICAS; OPTICA; PALETERIA Y NEVERIA; PAPEL CARTON PLASTICO Y DERIVADOS; PAPELERIA; PASTELERIA Y REPOSTERIA; PELETERIA; PELUQUERIA; PERFUMERIA; PISOS Y AZULEJOS; PLOMERIA; POLLERIA; PRODUCTOS DE BELLEZA; RECAUDERIA VERDULERIA FRUTERIA; RELOJERIA; RESTAURANTE; SALCHICHONERIA Y CARNES FRIAS; TABAQUERIA; TALABARTERIA; TAQUERIA; TELAS Y SIMILARES; TIENDA DE JUGUETES; TIENDA DE ARTICULOS PARA CAMPAMENTO; TIENDA DE DISCOS; TIENDA DE REGALOS / NOVEDADES; TIENDA NATURISTA; VENTA DE ALFOMBRAS Y PERSIANAS; VENTA Y RENTA DE VIDEOJUEGOS; VIDEOCLUB; VIDRIERIA; VIVERO; ZAPATERIA; ASEGURADORA; ARRENDAMIENTO DE BIENES MUEBLES; GIMNASIO; LAVANDERIA Y TINTORERIA; MANTENIMIENTO Y REPARACION DE APARATOS ELECTRODOMESTICO; PRESTACION DE SERVICIOS DE LIMPIEZA; RENTA DE CAMIONES DE CARGA; DISEnO GRAFICO SERIGRAFIA Y ROTULOS; ACADEMIAS DE EDUCACION FISICA Y ARTISTICA; AGENCIA DE PUBLICIDAD; AGENCIA DE SEGURIDAD; AGENCIA DE VIAJES; CAJA DE AHORRO; CASA DE CAMBIO; CASA DE EMPEnO; CASETAS TELEFONICAS; CENTRO DE CONSULTA POR INTERNET; CENTRO DE FOTOCOPIADO; CERRAJERIA; CONSULTORIA; CONSULTORIO DE ESPECIALIDADES MEDICAS; CONTRATISTA; ESCRITORIO PUBLICO; ESTACIONAMIENTO Y PENSIONES; ESTETICA DE ANIMALES; FINANCIAMIENTO DE AUTOS Y CASAS; FUNERARIA O VELATORIO; GALERIA / ESTUDIO DE ARTE; INMOBILIARIA; JUEGOS INFANTILES; MENSAJERIA PAQUETERIA; NOTARIA PUBLICA; OFICINA O DESPACHO; RENTA DE AUTOBUSES DE PASAJEROS; RENTA DE AUTOMOVILES O MOTOCICLETAS; REPARACION DE CALZADO; SALON DE BELLEZA/ESTETICA; SALON DE FIESTAS INFANTILES; SASTRERIA; SERVICIO DE ALINEACION Y BALANCEO; SERVICIO DE REPARACION DE BICICLETAS; TALLER DE CORTE Y CONFECCION; TAPICERIA; VULCANIZADORA; BANQUETES; TALLER DE FABRICACION DE ROPA EN GENERAL; VENTA DE GASOLINA; ABARROTES AL POR MENOR (TENDITAS MISCELANEAS/CON VENTA DE BE.ALC MENOR 12 EN B.C); FABRICA DE CARTON/FIBRAS; MINISUPER/VTA DE BEBIDA ALCOHOLICAS MENORES 12 EN B/C; INDUSTRIALIZACION DE CAFE MOLIDO ENVASADO; CARPINTERIA; Herreria; ABARROTES AL POR MENOR (TIENDITAS MISCELANEAS/CON VENTA DE BE.ALC MAYOR 12 EN B.C); TALLER AUTOMOTRIZ; SUCURSAL BANCARIAS; VENTA DE PINTURAS; LABORATORIOS DE ANALISIS; COMPRA Y VENTA DE METALES Y DESECHOS INDUSTRIALES; EXPENDIÌÒ DE NARANJAS; ESTABLECIMIENTO DE EDUCACION ELEMENTAL/PRIMARIA; MINISUPER/VTA DE BEBIDA ALCOHOLICAS MAYOR 12 EN B/C; PERFUMERIA Y FARMACIA; TALLER DE SOLDADURA EN GENERAL; BAZAR; DULCES, CARAMELOS Y SIMILARES; VTA. DE REFACCIONES PARA MOTORES INDUSTRIALES Y EMBOBINADOS; AGRICULTURA(SIEMBRE DE MAIZ); FAB. DE TABICON Y/O TABIQUERIA Y VTA DE MATERIA PARA CONSTRUCCION; VETERINARIO; CAFETERIA / VENTA DE BEBIDA + 12 GL; / VENTA DE BEBIDA - 12 GL; TAQUERIA / VENTA DE BEBIDA AL COPEO; FONDA/COCINA ECONOMICA/VTA DE BEB. AL COPEO; LONCHERIA/VTA DE BEB. AL COPEO; RESTAURANTE/VTA DE BEB. AL COPEO; PULQUERIA/VTA DE BEB. AL COPEO; BOTANERO/VTA DE BEB. AL COPEO; HOTEL /VTA DE BEB. AL COPEO; POSADAS/VTA DE BEB. AL COPEO; CENTRO CERVECERO/VTA DE BEB. AL COPEO; VINATERIA; CENTRO COMERCIALES /VTA DE BEBIDAS ALHOLICAS; BILLAR/VTA DE BEB. AL COPEO; BOLICHE/VTA DE BEB. AL COPEO; DISCOTECA/VTA DE BEB. AL COPEO",Solicitud (proporcionada por la Dirección); Acta constitutiva; Poder notarial; Comprobante de domicilio; Licencia de uso de suelo; Cedula de Zonificación; VoBo. Proteccion Civil; Dictamen
Procedimiento para la Expedición de Licencias de Funcionamiento (REVALIDACIONES)(persona moral),3 días,$90(formato)(Más  impuestos establecidos en el código financiero),1 año fiscal,Calle Santiago No.6 1er pisoTel:597 335 65,Centro Municipal de Atención Empresarial,Moral,"TIENDA NATURISTA; VENTA DE ALFOMBRAS Y PERSIANAS; VENTA Y RENTA DE VIDEOJUEGOS; VIDEOCLUB; VIDRIERIA; VIVERO; ZAPATERIA; ASEGURADORA; ARRENDAMIENTO DE BIENES MUEBLES; GIMNASIO; LAVANDERIA Y TINTORERIA; MANTENIMIENTO Y REPARACION DE APARATOS ELECTRODOMESTICO; PRESTACION DE SERVICIOS DE LIMPIEZA; RENTA DE CAMIONES DE CARGA; DISEnO GRAFICO SERIGRAFIA Y ROTULOS; ACADEMIAS DE EDUCACION FISICA Y ARTISTICA; AGENCIA DE PUBLICIDAD; AGENCIA DE SEGURIDAD; AGENCIA DE VIAJES; CAJA DE AHORRO; CASA DE CAMBIO; CASA DE EMPEnO; CASETAS TELEFONICAS; CENTRO DE CONSULTA POR INTERNET; CENTRO DE FOTOCOPIADO; CERRAJERIA; CONSULTORIA; CONSULTORIO DE ESPECIALIDADES MEDICAS; CONTRATISTA; ESCRITORIO PUBLICO; ESTACIONAMIENTO Y PENSIONES; ARTICULOS MAGNETOFONICOS Y MUSICALES; ABARROTES AL POR MENOR (TIENDITAS MISCELANEAS); ACUARIO; AGENCIA DE TELEFONIA CELULAR; ALIMENTO PARA GANADO Y AVES; APARATOS ELECTRICOS Y ELECTRONICOS; ARTESANIAS; ARTICULOS DEPORTIVOS; ARTICULOS DE LIMPIEZA; ARTICULOS DE PLASTICO; ARTICULOS ESOTERICOS; ARTICULOS FOTOGRAFICOS; ARTICULOS PARA COSTURA; ARTICULOS RELIGIOSOS; ASADERO DE POLLOS; BILLETES DE LOTERIA; BOLSAS DE POLIETILENO; BOMBAS ELECTRICAS; BONETERIA/MERCERIA; BOUTIQUE / TIENDA DE ROPA; CAFETERIA; CARNICERIA; COMERCIALIZADORA DE AGUA Y REFRESCOS; DULCERIA; ELECTRODOMESTICOS; ELECTRONICA; EQUIPO DE COMPUTO; ESTANQUILLO DE REVISTAS Y PERIODICOS; ESTUDIO FOTOGRAFICO; EXPENDIO DE PAN; FARMACIA; FERRETERIA / TLAPALERIA; FLORERIA; FONDA/COCINA ECONOMICA; GRANOS Y SEMILLAS; JOYERIA; LIBRERIA; LONCHERIA; LOTERIA; MADERERIA; MAQUINARIA AGRICOLA; MARISQUERIA / COCTELERIA; MATERIAL ELECTRICO; MATERIALES PARA EL CAMPO; MATERIALES PARA LA CONSTRUCCION; MATERIAS PRIMAS Y ARTICULOS PARA FIESTAS; MINISUPER; MOBILIARIO DE OFICINA; MOCHILAS Y MALETAS; MUEBLERIA; MUEBLES EQUIPO E INSTRUMENTAL DE ESPECIALIDADES MEDICAS; OPTICA; PALETERIA Y NEVERIA; PAPEL CARTON PLASTICO Y DERIVADOS; PAPELERIA; PASTELERIA Y REPOSTERIA; PELETERIA; PELUQUERIA; PERFUMERIA; PISOS Y AZULEJOS; PLOMERIA; POLLERIA; PRODUCTOS DE BELLEZA; RECAUDERIA VERDULERIA FRUTERIA; RELOJERIA; RESTAURANTE; SALCHICHONERIA Y CARNES FRIAS; TABAQUERIA; TALABARTERIA; TAQUERIA; TELAS Y SIMILARES; TIENDA DE JUGUETES; TIENDA DE ARTICULOS PARA CAMPAMENTO; TIENDA DE DISCOS; TIENDA DE REGALOS / NOVEDADES; ESTETICA DE ANIMALES; FINANCIAMIENTO DE AUTOS Y CASAS; FUNERARIA O VELATORIO; GALERIA / ESTUDIO DE ARTE; INMOBILIARIA; JUEGOS INFANTILES; MENSAJERIA PAQUETERIA; NOTARIA PUBLICA; OFICINA O DESPACHO; RENTA DE AUTOBUSES DE PASAJEROS; RENTA DE AUTOMOVILES O MOTOCICLETAS; REPARACION DE CALZADO; SALON DE BELLEZA/ESTETICA; SALON DE FIESTAS INFANTILES; SASTRERIA; SERVICIO DE ALINEACION Y BALANCEO; SERVICIO DE REPARACION DE BICICLETAS; TALLER DE CORTE Y CONFECCION; TAPICERIA; VULCANIZADORA; BANQUETES; TALLER DE FABRICACION DE ROPA EN GENERAL; VENTA DE GASOLINA; ABARROTES AL POR MENOR (TENDITAS MISCELANEAS/CON VENTA DE BE.ALC MENOR 12 EN B.C); FABRICA DE CARTON/FIBRAS; MINISUPER/VTA DE BEBIDA ALCOHOLICAS MENORES 12 EN B/C; INDUSTRIALIZACION DE CAFE MOLIDO ENVASADO; CARPINTERIA; Herreria; ABARROTES AL POR MENOR (TIENDITAS MISCELANEAS/CON VENTA DE BE.ALC MAYOR 12 EN B.C); TALLER AUTOMOTRIZ; SUCURSAL BANCARIAS; VENTA DE PINTURAS; LABORATORIOS DE ANALISIS; COMPRA Y VENTA DE METALES Y DESECHOS INDUSTRIALES; EXPENDIÌÒ DE NARANJAS; ESTABLECIMIENTO DE EDUCACION ELEMENTAL/PRIMARIA; MINISUPER/VTA DE BEBIDA ALCOHOLICAS MAYOR 12 EN B/C; PERFUMERIA Y FARMACIA; TALLER DE SOLDADURA EN GENERAL; BAZAR; DULCES, CARAMELOS Y SIMILARES; VTA. DE REFACCIONES PARA MOTORES INDUSTRIALES Y EMBOBINADOS; AGRICULTURA(SIEMBRE DE MAIZ); FAB. DE TABICON Y/O TABIQUERIA Y VTA DE MATERIA PARA CONSTRUCCION; VETERINARIO; CAFETERIA / VENTA DE BEBIDA + 12 GL; / VENTA DE BEBIDA - 12 GL; TAQUERIA / VENTA DE BEBIDA AL COPEO; FONDA/COCINA ECONOMICA/VTA DE BEB. AL COPEO; LONCHERIA/VTA DE BEB. AL COPEO; RESTAURANTE/VTA DE BEB. AL COPEO; PULQUERIA/VTA DE BEB. AL COPEO; BOTANERO/VTA DE BEB. AL COPEO; HOTEL /VTA DE BEB. AL COPEO; POSADAS/VTA DE BEB. AL COPEO; CENTRO CERVECERO/VTA DE BEB. AL COPEO; VINATERIA; CENTRO COMERCIALES /VTA DE BEBIDAS ALHOLICAS; BILLAR/VTA DE BEB. AL COPEO; BOLICHE/VTA DE BEB. AL COPEO; DISCOTECA/VTA DE BEB. AL COPEO",Solicitud (proporcionada por la Dirección); Acta constitutiva; Poder notarial; Comprobante de domicilio; Croquis de localización; Licencia de uso de suelo; Cedula de Zonificación; VoBo. Proteccion Civil; Dictamen
Procedimiento para la Expedición de Licencias de Funcionamiento(BAJA) (persona moral),3 días,$90(formato)(Más  impuestos establecidos en el código financiero),1 año fiscal,Calle Santiago No.6 1er pisoTel:597 335 65,Centro Municipal de Atención Empresarial,Moral,"ARTICULOS MAGNETOFONICOS Y MUSICALES; ABARROTES AL POR MENOR (TIENDITAS MISCELANEAS); ACUARIO; AGENCIA DE TELEFONIA CELULAR; ALIMENTO PARA GANADO Y AVES; APARATOS ELECTRICOS Y ELECTRONICOS; ARTESANIAS; ARTICULOS DEPORTIVOS; ARTICULOS DE LIMPIEZA; ARTICULOS DE PLASTICO; ARTICULOS ESOTERICOS; ARTICULOS FOTOGRAFICOS; ARTICULOS PARA COSTURA; ARTICULOS RELIGIOSOS; ASADERO DE POLLOS; BILLETES DE LOTERIA; BOLSAS DE POLIETILENO; BOMBAS ELECTRICAS; BONETERIA/MERCERIA; BOUTIQUE / TIENDA DE ROPA; CAFETERIA; CARNICERIA; COMERCIALIZADORA DE AGUA Y REFRESCOS; DULCERIA; ELECTRODOMESTICOS; ELECTRONICA; EQUIPO DE COMPUTO; ESTANQUILLO DE REVISTAS Y PERIODICOS; ESTUDIO FOTOGRAFICO; EXPENDIO DE PAN; FARMACIA; FERRETERIA / TLAPALERIA; FLORERIA; FONDA/COCINA ECONOMICA; GRANOS Y SEMILLAS; JOYERIA; LIBRERIA; LONCHERIA; LOTERIA; MADERERIA; MAQUINARIA AGRICOLA; MARISQUERIA / COCTELERIA; MATERIAL ELECTRICO; MATERIALES PARA EL CAMPO; MATERIALES PARA LA CONSTRUCCION; MATERIAS PRIMAS Y ARTICULOS PARA FIESTAS; MINISUPER; MOBILIARIO DE OFICINA; MOCHILAS Y MALETAS; MUEBLERIA; MUEBLES EQUIPO E INSTRUMENTAL DE ESPECIALIDADES MEDICAS; OPTICA; PALETERIA Y NEVERIA; PAPEL CARTON PLASTICO Y DERIVADOS; PAPELERIA; PASTELERIA Y REPOSTERIA; PELETERIA; PELUQUERIA; PERFUMERIA; PISOS Y AZULEJOS; PLOMERIA; POLLERIA; PRODUCTOS DE BELLEZA; RECAUDERIA VERDULERIA FRUTERIA; RELOJERIA; RESTAURANTE; SALCHICHONERIA Y CARNES FRIAS; TABAQUERIA; TALABARTERIA; TAQUERIA; TELAS Y SIMILARES; TIENDA DE JUGUETES; TIENDA DE ARTICULOS PARA CAMPAMENTO; TIENDA DE DISCOS; TIENDA DE REGALOS / NOVEDADES; TIENDA NATURISTA; VENTA DE ALFOMBRAS Y PERSIANAS; VENTA Y RENTA DE VIDEOJUEGOS; VIDEOCLUB; VIDRIERIA; VIVERO; ZAPATERIA; ASEGURADORA; ARRENDAMIENTO DE BIENES MUEBLES; GIMNASIO; LAVANDERIA Y TINTORERIA; MANTENIMIENTO Y REPARACION DE APARATOS ELECTRODOMESTICO; PRESTACION DE SERVICIOS DE LIMPIEZA; RENTA DE CAMIONES DE CARGA; DISEnO GRAFICO SERIGRAFIA Y ROTULOS; ACADEMIAS DE EDUCACION FISICA Y ARTISTICA; AGENCIA DE PUBLICIDAD; AGENCIA DE SEGURIDAD; AGENCIA DE VIAJES; CAJA DE AHORRO; CASA DE CAMBIO; CASA DE EMPEnO; CASETAS TELEFONICAS; CENTRO DE CONSULTA POR INTERNET; CENTRO DE FOTOCOPIADO; CERRAJERIA; CONSULTORIA; CONSULTORIO DE ESPECIALIDADES MEDICAS; CONTRATISTA; ESCRITORIO PUBLICO; ESTACIONAMIENTO Y PENSIONES; ESTETICA DE ANIMALES; FINANCIAMIENTO DE AUTOS Y CASAS; FUNERARIA O VELATORIO; GALERIA / ESTUDIO DE ARTE; INMOBILIARIA; JUEGOS INFANTILES; MENSAJERIA PAQUETERIA; NOTARIA PUBLICA; OFICINA O DESPACHO; RENTA DE AUTOBUSES DE PASAJEROS; RENTA DE AUTOMOVILES O MOTOCICLETAS; REPARACION DE CALZADO; SALON DE BELLEZA/ESTETICA; SALON DE FIESTAS INFANTILES; SASTRERIA; SERVICIO DE ALINEACION Y BALANCEO; SERVICIO DE REPARACION DE BICICLETAS; TALLER DE CORTE Y CONFECCION; TAPICERIA; VULCANIZADORA; BANQUETES; TALLER DE FABRICACION DE ROPA EN GENERAL; VENTA DE GASOLINA; ABARROTES AL POR MENOR (TENDITAS MISCELANEAS/CON VENTA DE BE.ALC MENOR 12 EN B.C); FABRICA DE CARTON/FIBRAS; MINISUPER/VTA DE BEBIDA ALCOHOLICAS MENORES 12 EN B/C; INDUSTRIALIZACION DE CAFE MOLIDO ENVASADO; CARPINTERIA; Herreria; ABARROTES AL POR MENOR (TIENDITAS MISCELANEAS/CON VENTA DE BE.ALC MAYOR 12 EN B.C); TALLER AUTOMOTRIZ; SUCURSAL BANCARIAS; VENTA DE PINTURAS; LABORATORIOS DE ANALISIS; COMPRA Y VENTA DE METALES Y DESECHOS INDUSTRIALES; EXPENDIÌÒ DE NARANJAS; ESTABLECIMIENTO DE EDUCACION ELEMENTAL/PRIMARIA; MINISUPER/VTA DE BEBIDA ALCOHOLICAS MAYOR 12 EN B/C; PERFUMERIA Y FARMACIA; TALLER DE SOLDADURA EN GENERAL; BAZAR; DULCES, CARAMELOS Y SIMILARES; VTA. DE REFACCIONES PARA MOTORES INDUSTRIALES Y EMBOBINADOS; AGRICULTURA(SIEMBRE DE MAIZ); FAB. DE TABICON Y/O TABIQUERIA Y VTA DE MATERIA PARA CONSTRUCCION; VETERINARIO; CAFETERIA / VENTA DE BEBIDA + 12 GL; / VENTA DE BEBIDA - 12 GL; TAQUERIA / VENTA DE BEBIDA AL COPEO; FONDA/COCINA ECONOMICA/VTA DE BEB. AL COPEO; LONCHERIA/VTA DE BEB. AL COPEO; RESTAURANTE/VTA DE BEB. AL COPEO; PULQUERIA/VTA DE BEB. AL COPEO; BOTANERO/VTA DE BEB. AL COPEO; HOTEL /VTA DE BEB. AL COPEO; POSADAS/VTA DE BEB. AL COPEO; CENTRO CERVECERO/VTA DE BEB. AL COPEO; VINATERIA; CENTRO COMERCIALES /VTA DE BEBIDAS ALHOLICAS; BILLAR/VTA DE BEB. AL COPEO; BOLICHE/VTA DE BEB. AL COPEO; DISCOTECA/VTA DE BEB. AL COPEO",Solicitud (proporcionada por la Dirección); Acta constitutiva; Poder notarial; Comprobante de domicilio; VoBo. Proteccion Civil; Dictamen; Licencia anterior; Identificación oficial; Pagos anteriores; Carta poder
Procedimiento para la Expedición de Licencias de Funcionamiento(CAMBIO DE GIRO) (persona moral),3 días,$200(formato)(Más  impuestos establecidos en el código financiero),1 año fiscal,Calle Santiago No.6 1er pisoTel:597 335 65,Centro Municipal de Atención Empresarial,Moral,"ARTICULOS MAGNETOFONICOS Y MUSICALES; ABARROTES AL POR MENOR (TIENDITAS MISCELANEAS); ACUARIO; AGENCIA DE TELEFONIA CELULAR; ALIMENTO PARA GANADO Y AVES; APARATOS ELECTRICOS Y ELECTRONICOS; ARTESANIAS; ARTICULOS DEPORTIVOS; ARTICULOS DE LIMPIEZA; ARTICULOS DE PLASTICO; ARTICULOS ESOTERICOS; ARTICULOS FOTOGRAFICOS; ARTICULOS PARA COSTURA; ARTICULOS RELIGIOSOS; ASADERO DE POLLOS; BILLETES DE LOTERIA; BOLSAS DE POLIETILENO; BOMBAS ELECTRICAS; BONETERIA/MERCERIA; BOUTIQUE / TIENDA DE ROPA; CAFETERIA; CARNICERIA; COMERCIALIZADORA DE AGUA Y REFRESCOS; DULCERIA; ELECTRODOMESTICOS; ELECTRONICA; EQUIPO DE COMPUTO; ESTANQUILLO DE REVISTAS Y PERIODICOS; ESTUDIO FOTOGRAFICO; EXPENDIO DE PAN; FARMACIA; FERRETERIA / TLAPALERIA; FLORERIA; FONDA/COCINA ECONOMICA; GRANOS Y SEMILLAS; JOYERIA; LIBRERIA; LONCHERIA; LOTERIA; MADERERIA; MAQUINARIA AGRICOLA; MARISQUERIA / COCTELERIA; MATERIAL ELECTRICO; MATERIALES PARA EL CAMPO; MATERIALES PARA LA CONSTRUCCION; MATERIAS PRIMAS Y ARTICULOS PARA FIESTAS; MINISUPER; MOBILIARIO DE OFICINA; MOCHILAS Y MALETAS; MUEBLERIA; MUEBLES EQUIPO E INSTRUMENTAL DE ESPECIALIDADES MEDICAS; OPTICA; PALETERIA Y NEVERIA; PAPEL CARTON PLASTICO Y DERIVADOS; PAPELERIA; PASTELERIA Y REPOSTERIA; PELETERIA; PELUQUERIA; PERFUMERIA; PISOS Y AZULEJOS; PLOMERIA; POLLERIA; PRODUCTOS DE BELLEZA; RECAUDERIA VERDULERIA FRUTERIA; RELOJERIA; RESTAURANTE; SALCHICHONERIA Y CARNES FRIAS; TABAQUERIA; TALABARTERIA; TAQUERIA; TELAS Y SIMILARES; TIENDA DE JUGUETES; TIENDA DE ARTICULOS PARA CAMPAMENTO; TIENDA DE DISCOS; TIENDA DE REGALOS / NOVEDADES; TIENDA NATURISTA; VENTA DE ALFOMBRAS Y PERSIANAS; VENTA Y RENTA DE VIDEOJUEGOS; VIDEOCLUB; VIDRIERIA; VIVERO; ZAPATERIA; ASEGURADORA; ARRENDAMIENTO DE BIENES MUEBLES; GIMNASIO; LAVANDERIA Y TINTORERIA; MANTENIMIENTO Y REPARACION DE APARATOS ELECTRODOMESTICO; PRESTACION DE SERVICIOS DE LIMPIEZA; RENTA DE CAMIONES DE CARGA; DISEnO GRAFICO SERIGRAFIA Y ROTULOS; ACADEMIAS DE EDUCACION FISICA Y ARTISTICA; AGENCIA DE PUBLICIDAD; AGENCIA DE SEGURIDAD; AGENCIA DE VIAJES; CAJA DE AHORRO; CASA DE CAMBIO; CASA DE EMPEnO; CASETAS TELEFONICAS; CENTRO DE CONSULTA POR INTERNET; CENTRO DE FOTOCOPIADO; CERRAJERIA; CONSULTORIA; CONSULTORIO DE ESPECIALIDADES MEDICAS; CONTRATISTA; ESCRITORIO PUBLICO; ESTACIONAMIENTO Y PENSIONES; ESTETICA DE ANIMALES; FINANCIAMIENTO DE AUTOS Y CASAS; FUNERARIA O VELATORIO; GALERIA / ESTUDIO DE ARTE; INMOBILIARIA; JUEGOS INFANTILES; MENSAJERIA PAQUETERIA; NOTARIA PUBLICA; OFICINA O DESPACHO; RENTA DE AUTOBUSES DE PASAJEROS; RENTA DE AUTOMOVILES O MOTOCICLETAS; REPARACION DE CALZADO; SALON DE BELLEZA/ESTETICA; SALON DE FIESTAS INFANTILES; SASTRERIA; SERVICIO DE ALINEACION Y BALANCEO; SERVICIO DE REPARACION DE BICICLETAS; TALLER DE CORTE Y CONFECCION; TAPICERIA; VULCANIZADORA; BANQUETES; TALLER DE FABRICACION DE ROPA EN GENERAL; VENTA DE GASOLINA; ABARROTES AL POR MENOR (TENDITAS MISCELANEAS/CON VENTA DE BE.ALC MENOR 12 EN B.C); FABRICA DE CARTON/FIBRAS; MINISUPER/VTA DE BEBIDA ALCOHOLICAS MENORES 12 EN B/C; INDUSTRIALIZACION DE CAFE MOLIDO ENVASADO; CARPINTERIA; Herreria; ABARROTES AL POR MENOR (TIENDITAS MISCELANEAS/CON VENTA DE BE.ALC MAYOR 12 EN B.C); TALLER AUTOMOTRIZ; SUCURSAL BANCARIAS; VENTA DE PINTURAS; LABORATORIOS DE ANALISIS; COMPRA Y VENTA DE METALES Y DESECHOS INDUSTRIALES; EXPENDIÌÒ DE NARANJAS; ESTABLECIMIENTO DE EDUCACION ELEMENTAL/PRIMARIA; MINISUPER/VTA DE BEBIDA ALCOHOLICAS MAYOR 12 EN B/C; PERFUMERIA Y FARMACIA; TALLER DE SOLDADURA EN GENERAL; BAZAR; DULCES, CARAMELOS Y SIMILARES; VTA. DE REFACCIONES PARA MOTORES INDUSTRIALES Y EMBOBINADOS; AGRICULTURA(SIEMBRE DE MAIZ); FAB. DE TABICON Y/O TABIQUERIA Y VTA DE MATERIA PARA CONSTRUCCION; VETERINARIO; CAFETERIA / VENTA DE BEBIDA + 12 GL; / VENTA DE BEBIDA - 12 GL; TAQUERIA / VENTA DE BEBIDA AL COPEO; FONDA/COCINA ECONOMICA/VTA DE BEB. AL COPEO; LONCHERIA/VTA DE BEB. AL COPEO; RESTAURANTE/VTA DE BEB. AL COPEO; PULQUERIA/VTA DE BEB. AL COPEO; BOTANERO/VTA DE BEB. AL COPEO; HOTEL /VTA DE BEB. AL COPEO; POSADAS/VTA DE BEB. AL COPEO; CENTRO CERVECERO/VTA DE BEB. AL COPEO; VINATERIA; CENTRO COMERCIALES /VTA DE BEBIDAS ALHOLICAS; BILLAR/VTA DE BEB. AL COPEO; BOLICHE/VTA DE BEB. AL COPEO; DISCOTECA/VTA DE BEB. AL COPEO",Solicitud (proporcionada por la Dirección); Acta constitutiva; Poder notarial; Comprobante de domicilio; Croquis de localización; Licencia de uso de suelo; Cedula de Zonificación; VoBo. Proteccion Civil; Dictamen
